label;usage_split;attribution;application;filename
39.5-40.5 GHz;M;MOBILE-SATELLITE (space-to-Earth);Satellite systems (military) (Foreseen);
40.5-43.5 GHz;C;FIXED;Point-to-Point;E30-2-1
47-47.2 GHz;C;AMATEUR;Amateur;D02-24-1-1
47-47.2 GHz;C;AMATEUR;Amateur-satellite;
47-47.2 GHz;C;AMATEUR-SATELLITE;Amateur;D02-24-1-1
47-47.2 GHz;C;AMATEUR-SATELLITE;Amateur-satellite;
47.2-50.2 GHz;C;FIXED;Point-to-Point (48.5-50.2 GHz);E31-1-1
50.4-51.4 GHz;S;FIXED;Point-to-Point (50.9-52.6 GHz);E31-1-1
50.4-51.4 GHz;S;FIXED-SATELLITE (Earth-to-space);Point-to-Point (50.9-52.6 GHz);E31-1-1
50.4-51.4 GHz;S;Mobile-Satellite (Earth-to-space);Point-to-Point (50.9-52.6 GHz);E31-1-1
51.4-52.6 GHz;C;FIXED;Point-to-Point;E31-1-1
55.78-57 GHz;C;FIXED;Point-to-Point;E26-2-1
57-59 GHz;C;FIXED;Wideband Data Transmission Systems;B02-02-1-2
57-59 GHz;C;FIXED;Level Probing Radar;B08-03-1-1
57-59 GHz;C;FIXED;Non-specific Short Range Devices;B01-33-3-1
57-59 GHz;C;FIXED;Tank Level Probing Radar;B08-10-1-1
57-59 GHz;C;FIXED;Point-to-Point;E20-3-1
59-62 GHz;S;FIXED;Wideband Data Transmission Systems;B02-02-1-2
59-62 GHz;S;FIXED;Level Probing Radar;B08-03-1-1
59-62 GHz;S;FIXED;Non-specific Short Range Devices;B01-33-3-1
59-62 GHz;S;FIXED;Tank Level Probing Radar;B08-10-1-1
59-62 GHz;S;FIXED;Unplanned. uncoordinated fixed links;E27-01-2-1
59-62 GHz;S;FIXED;ISM (61-61.5 GHz);
59-62 GHz;S;FIXED;Non-specific Short Range Devices (61-61.5 GHz);B01-34-3-1
59-62 GHz;S;MOBILE;Wideband Data Transmission Systems;B02-02-1-2
59-62 GHz;S;MOBILE;Level Probing Radar;B08-03-1-1
59-62 GHz;S;MOBILE;Non-specific Short Range Devices;B01-33-3-1
59-62 GHz;S;MOBILE;Tank Level Probing Radar;B08-10-1-1
59-62 GHz;S;MOBILE;Unplanned. uncoordinated fixed links;E27-01-2-1
59-62 GHz;S;MOBILE;ISM (61-61.5 GHz);
59-62 GHz;S;MOBILE;Non-specific Short Range Devices (61-61.5 GHz);B01-34-3-1
59-62 GHz;S;RADIOLOCATION;Wideband Data Transmission Systems;B02-02-1-2
59-62 GHz;S;RADIOLOCATION;Level Probing Radar;B08-03-1-1
59-62 GHz;S;RADIOLOCATION;Non-specific Short Range Devices;B01-33-3-1
59-62 GHz;S;RADIOLOCATION;Tank Level Probing Radar;B08-10-1-1
59-62 GHz;S;RADIOLOCATION;Unplanned. uncoordinated fixed links;E27-01-2-1
59-62 GHz;S;RADIOLOCATION;ISM (61-61.5 GHz);
59-62 GHz;S;RADIOLOCATION;Non-specific Short Range Devices (61-61.5 GHz);B01-34-3-1
62-63 GHz;C;FIXED;Wideband Data Transmission Systems;B02-02-1-2
62-63 GHz;C;FIXED;Level Probing Radar;B08-03-1-1
62-63 GHz;C;FIXED;Non-specific Short Range Devices;B01-33-3-1
62-63 GHz;C;FIXED;Tank Level Probing Radar;B08-10-1-1
62-63 GHz;C;FIXED;Unplanned. uncoordinated fixed links;E27-01-2-1
62-63 GHz;C;MOBILE;Wideband Data Transmission Systems;B02-02-1-2
62-63 GHz;C;MOBILE;Level Probing Radar;B08-03-1-1
62-63 GHz;C;MOBILE;Non-specific Short Range Devices;B01-33-3-1
62-63 GHz;C;MOBILE;Tank Level Probing Radar;B08-10-1-1
62-63 GHz;C;MOBILE;Unplanned. uncoordinated fixed links;E27-01-2-1
62-63 GHz;C;RADIOLOCATION;Wideband Data Transmission Systems;B02-02-1-2
62-63 GHz;C;RADIOLOCATION;Level Probing Radar;B08-03-1-1
62-63 GHz;C;RADIOLOCATION;Non-specific Short Range Devices;B01-33-3-1
62-63 GHz;C;RADIOLOCATION;Tank Level Probing Radar;B08-10-1-1
62-63 GHz;C;RADIOLOCATION;Unplanned. uncoordinated fixed links;E27-01-2-1
63-64 GHz;C;MOBILE;Wideband Data Transmission Systems;B02-02-1-2
63-64 GHz;C;MOBILE;Level Probing Radar;B08-03-1-1
63-64 GHz;C;MOBILE;Non-specific Short Range Devices;B01-33-3-1
63-64 GHz;C;MOBILE;Tank Level Probing Radar;B08-10-1-1
63-64 GHz;C;MOBILE;Point-to-Point;E27-02-2-1
63-64 GHz;C;MOBILE;Transport and Traffic Telematics;B04-13-2-1
63-64 GHz;C;RADIOLOCATION;Wideband Data Transmission Systems;B02-02-1-2
63-64 GHz;C;RADIOLOCATION;Level Probing Radar;B08-03-1-1
63-64 GHz;C;RADIOLOCATION;Non-specific Short Range Devices;B01-33-3-1
63-64 GHz;C;RADIOLOCATION;Tank Level Probing Radar;B08-10-1-1
63-64 GHz;C;RADIOLOCATION;Point-to-Point;E27-02-2-1
63-64 GHz;C;RADIOLOCATION;Transport and Traffic Telematics;B04-13-2-1
64-66 GHz;C;FIXED;Wideband Data Transmission Systems;B02-02-1-2
64-66 GHz;C;FIXED;Point-to-Point;E28-2-1
64-66 GHz;C;MOBILE;Wideband Data Transmission Systems;B02-02-1-2
64-66 GHz;C;MOBILE;Point-to-Point;E28-2-1
71-74 GHz;S;FIXED;Point-to-Point;E29-2-1
74-75.5 GHz;C;FIXED;Point-to-Point;E29-2-1
74-75.5 GHz;C;FIXED;Level Probing Radar (75-85 GHz);B08-04-1-1
74-75.5 GHz;C;FIXED;Tank Level Probing Radar (75-85 GHz);B08-11-1-1
75.5-76 GHz;C;AMATEUR;Point-to-Point;E29-2-1
75.5-76 GHz;C;AMATEUR;Level Probing Radar;B08-04-1-1
75.5-76 GHz;C;AMATEUR;Tank Level Probing Radar;B08-11-1-1
75.5-76 GHz;C;AMATEUR;Amateur;D02-25-1-1
75.5-76 GHz;C;AMATEUR;Amateur-satellite;
75.5-76 GHz;C;AMATEUR-SATELLITE;Point-to-Point;E29-2-1
75.5-76 GHz;C;AMATEUR-SATELLITE;Level Probing Radar;B08-04-1-1
75.5-76 GHz;C;AMATEUR-SATELLITE;Tank Level Probing Radar;B08-11-1-1
75.5-76 GHz;C;AMATEUR-SATELLITE;Amateur;D02-25-1-1
75.5-76 GHz;C;AMATEUR-SATELLITE;Amateur-satellite;
75.5-76 GHz;C;FIXED;Point-to-Point;E29-2-1
75.5-76 GHz;C;FIXED;Level Probing Radar;B08-04-1-1
75.5-76 GHz;C;FIXED;Tank Level Probing Radar;B08-11-1-1
75.5-76 GHz;C;FIXED;Amateur;D02-25-1-1
75.5-76 GHz;C;FIXED;Amateur-satellite;
76-81 GHz;C;RADIOLOCATION;Level Probing Radar;B08-04-1-1
76-81 GHz;C;RADIOLOCATION;Tank Level Probing Radar;B08-11-1-1
76-81 GHz;C;RADIOLOCATION;Amateur;D02-25-1-1
76-81 GHz;C;RADIOLOCATION;Amateur-satellite;
76-81 GHz;C;RADIOLOCATION;Detection of movement and alert (76-77 GHz) (Obstruction/Vehicle detection via radar Sensor at railway level crossings);B13-05-2-1
76-81 GHz;C;RADIOLOCATION;Transport and Traffic Telematics (76-77 GHz);B04-15-3-1
76-81 GHz;C;RADIOLOCATION;Transport and Traffic Telematics (76-77 GHz);B04-14-2-1
76-81 GHz;C;RADIOLOCATION;Transport and Traffic Telematics (77-81 GHz) (Short range radar for rotorcraft use);B04-16-2-1
76-81 GHz;C;Amateur;Level Probing Radar;B08-04-1-1
76-81 GHz;C;Amateur;Tank Level Probing Radar;B08-11-1-1
76-81 GHz;C;Amateur;Amateur;D02-25-1-1
76-81 GHz;C;Amateur;Amateur-satellite;
76-81 GHz;C;Amateur;Detection of movement and alert (76-77 GHz) (Obstruction/Vehicle detection via radar Sensor at railway level crossings);B13-05-2-1
76-81 GHz;C;Amateur;Transport and Traffic Telematics (76-77 GHz);B04-15-3-1
76-81 GHz;C;Amateur;Transport and Traffic Telematics (76-77 GHz);B04-14-2-1
76-81 GHz;C;Amateur;Transport and Traffic Telematics (77-81 GHz) (Short range radar for rotorcraft use);B04-16-2-1
76-81 GHz;C;Amateur-Satellite;Level Probing Radar;B08-04-1-1
76-81 GHz;C;Amateur-Satellite;Tank Level Probing Radar;B08-11-1-1
76-81 GHz;C;Amateur-Satellite;Amateur;D02-25-1-1
76-81 GHz;C;Amateur-Satellite;Amateur-satellite;
76-81 GHz;C;Amateur-Satellite;Detection of movement and alert (76-77 GHz) (Obstruction/Vehicle detection via radar Sensor at railway level crossings);B13-05-2-1
76-81 GHz;C;Amateur-Satellite;Transport and Traffic Telematics (76-77 GHz);B04-15-3-1
76-81 GHz;C;Amateur-Satellite;Transport and Traffic Telematics (76-77 GHz);B04-14-2-1
76-81 GHz;C;Amateur-Satellite;Transport and Traffic Telematics (77-81 GHz) (Short range radar for rotorcraft use);B04-16-2-1
81-84 GHz;S;FIXED;Level Probing Radar;B08-04-1-1
81-84 GHz;S;FIXED;Tank Level Probing Radar;B08-11-1-1
81-84 GHz;S;FIXED;Point-to-Point;E29-2-1
84-86 GHz;C;FIXED;Level Probing Radar (75-85 GHz);B08-04-1-1
84-86 GHz;C;FIXED;Tank Level Probing Radar (75-85 GHz);B08-11-1-1
84-86 GHz;C;FIXED;Point-to-Point;E29-2-1
100-126 GHz;C;Not allocated;ISM (122-123 GHz);
100-126 GHz;C;Not allocated;Non-specific Short Range Devices (122-122.25 GHz);B01-35-4-1
100-126 GHz;C;Not allocated;Non-specific Short Range Devices (122.25-123 GHz);B01-37-4-1
142-144 GHz;C;AMATEUR;Amateur;D02-26-1-1
142-144 GHz;C;AMATEUR;Amateur-satellite;
142-144 GHz;C;AMATEUR-SATELLITE;Amateur;D02-26-1-1
142-144 GHz;C;AMATEUR-SATELLITE;Amateur-satellite;
144-149 GHz;C;Amateur;Amateur;D02-26-1-1
144-149 GHz;C;Amateur;Amateur-satellite;
144-149 GHz;C;Amateur-Satellite;Amateur;D02-26-1-1
144-149 GHz;C;Amateur-Satellite;Amateur-satellite;
241-248 GHz;C;RADIOLOCATION;Amateur;D02-27-1-1
241-248 GHz;C;RADIOLOCATION;Amateur-satellite;
241-248 GHz;C;RADIOLOCATION;ISM (244-246 GHz);
241-248 GHz;C;RADIOLOCATION;Non-specific Short Range Devices (244-246 GHz);B01-36-3-1
241-248 GHz;C;Amateur;Amateur;D02-27-1-1
241-248 GHz;C;Amateur;Amateur-satellite;
241-248 GHz;C;Amateur;ISM (244-246 GHz);
241-248 GHz;C;Amateur;Non-specific Short Range Devices (244-246 GHz);B01-36-3-1
241-248 GHz;C;Amateur-Satellite;Amateur;D02-27-1-1
241-248 GHz;C;Amateur-Satellite;Amateur-satellite;
241-248 GHz;C;Amateur-Satellite;ISM (244-246 GHz);
241-248 GHz;C;Amateur-Satellite;Non-specific Short Range Devices (244-246 GHz);B01-36-3-1
248-250 GHz;C;AMATEUR;Amateur;D02-27-1-1
248-250 GHz;C;AMATEUR;Amateur-satellite;
248-250 GHz;C;AMATEUR-SATELLITE;Amateur;D02-27-1-1
248-250 GHz;C;AMATEUR-SATELLITE;Amateur-satellite;
